1,0,-0,0,0,0.151257,0.988494,0,0,-0.988494,0.151257,0,0,-0,0,1
1,0,-0,0,0,0.0809198,0.996721,0,0,-0.996721,0.0809198,0,0,-0,0,1
1,0,-0,0,0,0.0519603,0.998649,0,0,-0.998649,0.0519603,0,0,-0,0,1
1,0,-0,0,0,0.037807,0.999285,0,0,-0.999285,0.037807,0,0,-0,0,1
1,0,-0,0,0,0.00941389,0.999956,0,0,-0.999956,0.00941389,0,0,-0,0,1
1,0,-0,0,0,-0.0115087,0.999934,0,0,-0.999934,-0.0115087,0,0,-0,0,1
1,0,-0,0,0,-0.0498384,0.998757,0,0,-0.998757,-0.0498384,0,0,-0,0,1
1,0,-0,0,0,-0.0877973,0.996138,0,0,-0.996138,-0.0877973,0,0,-0,0,1
1,0,-0,0,0,-0.116089,0.993239,0,0,-0.993239,-0.116089,0,0,-0,0,1
1,0,-0,0,0,-0.143783,0.989609,0,0,-0.989609,-0.143783,0,0,-0,0,1
1,0,-0,0,0,-0.164361,0.9864,0,0,-0.9864,-0.164361,0,0,-0,0,1
