0.406674,0.852665,0.327991,0.000000,-0.894301,0.298200,0.333621,0.000000,0.186660,-0.428998,0.883809,0.000000,73.055362,37.684861,-108.691267,1.000000
0.420249,0.843447,0.334646,0.000000,-0.889723,0.310556,0.334586,0.000000,0.178280,-0.438352,0.880945,0.000000,73.062443,37.659622,-108.607078,1.000000
0.421213,0.843279,0.333856,0.000000,-0.889850,0.313082,0.331884,0.000000,0.175346,-0.436876,0.882266,0.000000,73.047995,37.649528,-108.507583,1.000000
0.418075,0.841143,0.343063,0.000000,-0.892994,0.311261,0.325081,0.000000,0.166658,-0.442262,0.881266,0.000000,73.019495,37.633934,-108.418009,1.000000
0.413851,0.843759,0.341757,0.000000,-0.896892,0.313611,0.311822,0.000000,0.155924,-0.435567,0.886549,0.000000,72.985682,37.614636,-108.205976,1.000000
0.414973,0.837386,0.355784,0.000000,-0.897680,0.313126,0.310037,0.000000,0.148215,-0.448037,0.881643,0.000000,72.972353,37.581079,-108.144154,1.000000
0.429114,0.830702,0.354677,0.000000,-0.890520,0.323393,0.319986,0.000000,0.151113,-0.453157,0.878529,0.000000,72.953582,37.581619,-108.025369,1.000000
0.423030,0.832494,0.357770,0.000000,-0.895280,0.323133,0.306689,0.000000,0.139709,-0.450043,0.882011,0.000000,72.957702,37.582544,-107.938715,1.000000
0.413674,0.834744,0.363423,0.000000,-0.899703,0.313738,0.303484,0.000000,0.139312,-0.452516,0.880807,0.000000,72.925496,37.585013,-107.901933,1.000000
0.409114,0.837021,0.363347,0.000000,-0.900210,0.305142,0.310663,0.000000,0.149159,-0.454185,0.878332,0.000000,72.909862,37.540764,-107.801739,1.000000
0.422687,0.832394,0.358409,0.000000,-0.891727,0.311418,0.328393,0.000000,0.161738,-0.458410,0.873900,0.000000,72.907408,37.552036,-107.715818,1.000000
0.423115,0.832416,0.357851,0.000000,-0.892395,0.314475,0.323631,0.000000,0.156861,-0.456278,0.875902,0.000000,72.876117,37.568892,-107.640658,1.000000
0.424863,0.832692,0.355128,0.000000,-0.892440,0.319491,0.318553,0.000000,0.151796,-0.452272,0.878867,0.000000,72.842755,37.583601,-107.559368,1.000000
0.429315,0.829365,0.357551,0.000000,-0.889283,0.319063,0.327681,0.000000,0.157686,-0.458642,0.874519,0.000000,72.803549,37.581006,-107.480898,1.000000
0.407814,0.835636,0.367967,0.000000,-0.899530,0.298566,0.318911,0.000000,0.156632,-0.461053,0.873439,0.000000,72.769551,37.585781,-107.416220,1.000000
0.409314,0.832154,0.374141,0.000000,-0.899603,0.299663,0.317673,0.000000,0.152236,-0.466606,0.871265,0.000000,72.763961,37.608323,-107.355157,1.000000
0.415849,0.824933,0.382825,0.000000,-0.896306,0.300501,0.326090,0.000000,0.153964,-0.478732,0.864356,0.000000,72.765113,37.593495,-107.283904,1.000000
0.419663,0.819185,0.390921,0.000000,-0.896742,0.307525,0.318248,0.000000,0.140485,-0.484112,0.863654,0.000000,72.755258,37.593038,-107.238617,1.000000
0.424183,0.820916,0.382317,0.000000,-0.893420,0.310422,0.324713,0.000000,0.147883,-0.479308,0.865098,0.000000,72.734584,37.568887,-107.205633,1.000000
0.427540,0.822445,0.375224,0.000000,-0.894090,0.323429,0.309834,0.000000,0.133463,-0.467950,0.873619,0.000000,72.757106,37.563009,-107.117759,1.000000
0.424321,0.821784,0.380294,0.000000,-0.896032,0.320444,0.307314,0.000000,0.130683,-0.471155,0.872316,0.000000,72.735817,37.570544,-107.117939,1.000000
0.433323,0.818841,0.376472,0.000000,-0.890863,0.325968,0.316399,0.000000,0.136363,-0.472488,0.870724,0.000000,72.713088,37.579791,-107.107985,1.000000
0.431893,0.814482,0.387411,0.000000,-0.891270,0.319583,0.321722,0.000000,0.138227,-0.484237,0.863949,0.000000,72.681156,37.573463,-107.026016,1.000000
0.433116,0.810423,0.394494,0.000000,-0.891717,0.321492,0.318566,0.000000,0.131346,-0.489753,0.861911,0.000000,72.703331,37.588761,-106.997450,1.000000
0.422047,0.817150,0.392609,0.000000,-0.895566,0.308514,0.320595,0.000000,0.140849,-0.486914,0.862019,0.000000,72.695651,37.537824,-106.956241,1.000000
0.415266,0.819281,0.395390,0.000000,-0.900268,0.307687,0.307971,0.000000,0.130658,-0.483847,0.865344,0.000000,72.692082,37.524329,-106.908809,1.000000
0.423684,0.815266,0.394758,0.000000,-0.898074,0.321239,0.300447,0.000000,0.118132,-0.481817,0.868273,0.000000,72.703602,37.554081,-106.909679,1.000000
0.421985,0.812670,0.401866,0.000000,-0.900306,0.323485,0.291216,0.000000,0.106665,-0.484691,0.868157,0.000000,72.680446,37.533901,-106.871908,1.000000
0.432300,0.808394,0.399521,0.000000,-0.895940,0.334937,0.291733,0.000000,0.102021,-0.484063,0.869066,0.000000,72.688982,37.563210,-106.815415,1.000000
0.427788,0.807664,0.405803,0.000000,-0.898359,0.330373,0.289491,0.000000,0.099746,-0.488398,0.866902,0.000000,72.663558,37.526645,-106.843870,1.000000
0.442016,0.801694,0.402379,0.000000,-0.891585,0.343412,0.295203,0.000000,0.098481,-0.489239,0.866572,0.000000,72.661844,37.514439,-106.837366,1.000000
0.454414,0.798774,0.394296,0.000000,-0.883056,0.345731,0.317305,0.000000,0.117135,-0.492373,0.862467,0.000000,72.676423,37.514821,-106.801180,1.000000
0.466749,0.794197,0.389098,0.000000,-0.877874,0.362750,0.312651,0.000000,0.107161,-0.487508,0.866517,0.000000,72.693997,37.501728,-106.774018,1.000000
